country,first_year_train,last_year_train,sex,max_age,num_basis,tau,latent_dim,forecast_horizon,log_score,date,time,model
sweden,1936,1995,Male,100,5,10.0,3,5,478.5398029048135,16/03/2023,01:46:31,radial_basis
sweden,1936,1995,Male,100,5,10.0,3,6,476.5209979315127,16/03/2023,01:46:31,radial_basis
sweden,1936,1995,Male,100,5,10.0,3,7,485.91708379307187,16/03/2023,01:46:31,radial_basis
sweden,1936,1995,Male,100,5,10.0,3,8,485.50604710872665,16/03/2023,01:46:31,radial_basis
sweden,1936,1995,Male,100,5,10.0,3,9,509.161141981844,16/03/2023,01:46:31,radial_basis
sweden,1936,1995,Male,100,5,10.0,3,10,510.97881932735,16/03/2023,01:46:31,radial_basis
sweden,1934,1993,Male,100,10,10.0,5,1,443.1631448828592,16/03/2023,01:50:33,radial_basis
sweden,1934,1993,Male,100,10,10.0,5,2,429.1505188003607,16/03/2023,01:50:33,radial_basis
sweden,1934,1993,Male,100,10,10.0,5,3,441.146727488804,16/03/2023,01:50:33,radial_basis
sweden,1934,1993,Male,100,10,10.0,5,4,449.8662740478777,16/03/2023,01:50:33,radial_basis
sweden,1934,1993,Male,100,10,10.0,5,5,461.2843654050064,16/03/2023,01:50:33,radial_basis
sweden,1934,1993,Male,100,10,10.0,5,6,470.48100096944194,16/03/2023,01:50:33,radial_basis
sweden,1934,1993,Male,100,10,10.0,5,7,499.8157947520423,16/03/2023,01:50:33,radial_basis
sweden,1934,1993,Male,100,10,10.0,5,8,508.8773954760663,16/03/2023,01:50:33,radial_basis
sweden,1934,1993,Male,100,10,10.0,5,9,509.88678406870434,16/03/2023,01:50:33,radial_basis
sweden,1934,1993,Male,100,10,10.0,5,10,510.8297548657998,16/03/2023,01:50:33,radial_basis
sweden,1936,1995,Male,100,10,10.0,3,1,414.13766516431133,16/03/2023,02:06:54,radial_basis
sweden,1936,1995,Male,100,10,10.0,3,2,418.3186570235603,16/03/2023,02:06:54,radial_basis
sweden,1936,1995,Male,100,10,10.0,3,3,423.9207470264667,16/03/2023,02:06:54,radial_basis
sweden,1936,1995,Male,100,10,10.0,3,4,424.11595637132194,16/03/2023,02:06:54,radial_basis
sweden,1936,1995,Male,100,10,10.0,3,5,447.11654480934925,16/03/2023,02:06:54,radial_basis
sweden,1936,1995,Male,100,10,10.0,3,6,453.75607538270367,16/03/2023,02:06:54,radial_basis
sweden,1936,1995,Male,100,10,10.0,3,7,464.34747062352614,16/03/2023,02:06:54,radial_basis
sweden,1936,1995,Male,100,10,10.0,3,8,455.6794556265207,16/03/2023,02:06:54,radial_basis
sweden,1936,1995,Male,100,10,10.0,3,9,479.7255276267541,16/03/2023,02:06:54,radial_basis
sweden,1936,1995,Male,100,10,10.0,3,10,479.45843436845774,16/03/2023,02:06:54,radial_basis
sweden,1935,1994,Male,100,10,10.0,5,1,412.91057643031536,16/03/2023,02:15:46,radial_basis
sweden,1935,1994,Male,100,10,10.0,5,2,426.281024230147,16/03/2023,02:15:46,radial_basis
sweden,1935,1994,Male,100,10,10.0,5,3,437.06681464668924,16/03/2023,02:15:46,radial_basis
sweden,1935,1994,Male,100,10,10.0,5,4,445.16699272359483,16/03/2023,02:15:46,radial_basis
sweden,1935,1994,Male,100,10,10.0,5,5,449.93396571647514,16/03/2023,02:15:46,radial_basis
sweden,1935,1994,Male,100,10,10.0,5,6,475.5530642543958,16/03/2023,02:15:46,radial_basis
sweden,1935,1994,Male,100,10,10.0,5,7,479.41503845157644,16/03/2023,02:15:46,radial_basis
sweden,1935,1994,Male,100,10,10.0,5,8,490.6650926227533,16/03/2023,02:15:46,radial_basis
sweden,1935,1994,Male,100,10,10.0,5,9,489.1199106562432,16/03/2023,02:15:46,radial_basis
sweden,1935,1994,Male,100,10,10.0,5,10,516.9094904743276,16/03/2023,02:15:46,radial_basis
sweden,1935,1994,Male,100,15,10.0,5,1,409.85425611060333,16/03/2023,02:27:42,radial_basis
sweden,1935,1994,Male,100,15,10.0,5,2,418.39974905340995,16/03/2023,02:27:42,radial_basis
sweden,1935,1994,Male,100,15,10.0,5,3,431.5817984075847,16/03/2023,02:27:42,radial_basis
sweden,1935,1994,Male,100,15,10.0,5,4,443.49914367459223,16/03/2023,02:27:42,radial_basis
sweden,1935,1994,Male,100,15,10.0,5,5,441.7922728601734,16/03/2023,02:27:42,radial_basis
sweden,1935,1994,Male,100,15,10.0,5,6,463.34989255895636,16/03/2023,02:27:42,radial_basis
sweden,1935,1994,Male,100,15,10.0,5,7,462.01981556567347,16/03/2023,02:27:42,radial_basis
sweden,1935,1994,Male,100,15,10.0,5,8,472.33720687107376,16/03/2023,02:27:42,radial_basis
sweden,1935,1994,Male,100,15,10.0,5,9,468.68337276906516,16/03/2023,02:27:42,radial_basis
sweden,1935,1994,Male,100,15,10.0,5,10,487.10759920181886,16/03/2023,02:27:42,radial_basis
sweden,1936,1995,Male,100,15,10.0,3,1,415.13373822419106,16/03/2023,04:02:12,radial_basis
sweden,1936,1995,Male,100,15,10.0,3,2,425.6081674625589,16/03/2023,04:02:12,radial_basis
sweden,1936,1995,Male,100,15,10.0,3,3,425.40618178216056,16/03/2023,04:02:12,radial_basis
sweden,1936,1995,Male,100,15,10.0,3,4,432.85204008886376,16/03/2023,04:02:12,radial_basis
sweden,1936,1995,Male,100,15,10.0,3,5,455.055512901682,16/03/2023,04:02:12,radial_basis
sweden,1936,1995,Male,100,15,10.0,3,6,460.7148860301765,16/03/2023,04:02:12,radial_basis
sweden,1936,1995,Male,100,15,10.0,3,7,471.77389171243647,16/03/2023,04:02:12,radial_basis
sweden,1936,1995,Male,100,15,10.0,3,8,458.0218589830464,16/03/2023,04:02:12,radial_basis
sweden,1936,1995,Male,100,15,10.0,3,9,478.4226464972854,16/03/2023,04:02:12,radial_basis
sweden,1936,1995,Male,100,15,10.0,3,10,483.0603175750688,16/03/2023,04:02:12,radial_basis
sweden,1936,1995,Male,100,5,10.0,4,1,428.04893597702426,16/03/2023,04:17:11,radial_basis
sweden,1936,1995,Male,100,5,10.0,4,2,437.50347640862145,16/03/2023,04:17:11,radial_basis
sweden,1936,1995,Male,100,5,10.0,4,3,443.5547676244312,16/03/2023,04:17:11,radial_basis
sweden,1936,1995,Male,100,5,10.0,4,4,442.8450295893195,16/03/2023,04:17:11,radial_basis
sweden,1936,1995,Male,100,5,10.0,4,5,467.7859854290347,16/03/2023,04:17:11,radial_basis
sweden,1936,1995,Male,100,5,10.0,4,6,469.71500947085315,16/03/2023,04:17:11,radial_basis
sweden,1936,1995,Male,100,5,10.0,4,7,472.6207294447719,16/03/2023,04:17:11,radial_basis
sweden,1936,1995,Male,100,5,10.0,4,8,474.09614875280045,16/03/2023,04:17:11,radial_basis
sweden,1936,1995,Male,100,5,10.0,4,9,499.5424293616233,16/03/2023,04:17:11,radial_basis
sweden,1936,1995,Male,100,5,10.0,4,10,495.68825023864616,16/03/2023,04:17:11,radial_basis
sweden,1936,1995,Male,100,10,10.0,4,1,403.0266883348156,16/03/2023,04:27:11,radial_basis
sweden,1936,1995,Male,100,10,10.0,4,2,412.03563299173754,16/03/2023,04:27:11,radial_basis
sweden,1936,1995,Male,100,10,10.0,4,3,418.351427442331,16/03/2023,04:27:11,radial_basis
sweden,1936,1995,Male,100,10,10.0,4,4,420.23719280917595,16/03/2023,04:27:11,radial_basis
sweden,1936,1995,Male,100,10,10.0,4,5,443.1775340446256,16/03/2023,04:27:11,radial_basis
sweden,1936,1995,Male,100,10,10.0,4,6,447.03150873694653,16/03/2023,04:27:11,radial_basis
sweden,1936,1995,Male,100,10,10.0,4,7,456.4800035341194,16/03/2023,04:27:11,radial_basis
sweden,1936,1995,Male,100,10,10.0,4,8,444.4529600895008,16/03/2023,04:27:11,radial_basis
sweden,1936,1995,Male,100,10,10.0,4,9,466.68431242551765,16/03/2023,04:27:11,radial_basis
sweden,1936,1995,Male,100,10,10.0,4,10,469.8314758951642,16/03/2023,04:27:11,radial_basis
sweden,1936,1995,Male,100,5,10.0,5,1,440.7017363809823,16/03/2023,04:38:44,radial_basis
sweden,1936,1995,Male,100,5,10.0,5,2,449.23040508076406,16/03/2023,04:38:44,radial_basis
sweden,1936,1995,Male,100,5,10.0,5,3,468.38951269577615,16/03/2023,04:38:44,radial_basis
sweden,1936,1995,Male,100,5,10.0,5,4,468.5271308349052,16/03/2023,04:38:44,radial_basis
sweden,1936,1995,Male,100,5,10.0,5,5,500.22097118799564,16/03/2023,04:38:44,radial_basis
sweden,1936,1995,Male,100,5,10.0,5,6,495.39242870198734,16/03/2023,04:38:44,radial_basis
sweden,1936,1995,Male,100,5,10.0,5,7,498.7173192787127,16/03/2023,04:38:44,radial_basis
sweden,1936,1995,Male,100,5,10.0,5,8,501.9989952536398,16/03/2023,04:38:44,radial_basis
sweden,1936,1995,Male,100,5,10.0,5,9,539.3887322564436,16/03/2023,04:38:44,radial_basis
sweden,1936,1995,Male,100,5,10.0,5,10,528.2554467682246,16/03/2023,04:38:44,radial_basis
sweden,1936,1995,Male,100,15,10.0,4,1,407.83758662138564,16/03/2023,04:45:33,radial_basis
sweden,1936,1995,Male,100,15,10.0,4,2,426.2062110597152,16/03/2023,04:45:33,radial_basis
sweden,1936,1995,Male,100,15,10.0,4,3,434.1749010373722,16/03/2023,04:45:33,radial_basis
sweden,1936,1995,Male,100,15,10.0,4,4,433.8819368460787,16/03/2023,04:45:33,radial_basis
sweden,1936,1995,Male,100,15,10.0,4,5,463.11006165803883,16/03/2023,04:45:33,radial_basis
sweden,1936,1995,Male,100,15,10.0,4,6,466.3861836506178,16/03/2023,04:45:33,radial_basis
sweden,1936,1995,Male,100,15,10.0,4,7,472.8651056629657,16/03/2023,04:45:33,radial_basis
sweden,1936,1995,Male,100,15,10.0,4,8,472.79925466818634,16/03/2023,04:45:33,radial_basis
sweden,1936,1995,Male,100,15,10.0,4,9,498.83767672337177,16/03/2023,04:45:33,radial_basis
sweden,1936,1995,Male,100,15,10.0,4,10,501.0819253845126,16/03/2023,04:45:33,radial_basis
sweden,1937,1996,Male,100,5,10.0,3,1,434.7839209130175,16/03/2023,04:52:42,radial_basis
sweden,1937,1996,Male,100,5,10.0,3,2,438.467412161988,16/03/2023,04:52:42,radial_basis
sweden,1937,1996,Male,100,5,10.0,3,3,437.07853110923816,16/03/2023,04:52:42,radial_basis
sweden,1937,1996,Male,100,5,10.0,3,4,462.94731588674955,16/03/2023,04:52:42,radial_basis
sweden,1937,1996,Male,100,5,10.0,3,5,472.5944107034764,16/03/2023,04:52:42,radial_basis
sweden,1937,1996,Male,100,5,10.0,3,6,481.78991183492616,16/03/2023,04:52:42,radial_basis
sweden,1937,1996,Male,100,5,10.0,3,7,471.1850136743517,16/03/2023,04:52:42,radial_basis
sweden,1937,1996,Male,100,5,10.0,3,8,499.5166708113348,16/03/2023,04:52:42,radial_basis
sweden,1937,1996,Male,100,5,10.0,3,9,500.9613419521449,16/03/2023,04:52:42,radial_basis
sweden,1937,1996,Male,100,5,10.0,3,10,503.41909791319677,16/03/2023,04:52:42,radial_basis
sweden,1936,1995,Male,100,10,10.0,5,1,407.3230778730729,16/03/2023,04:57:22,radial_basis
sweden,1936,1995,Male,100,10,10.0,5,2,429.4807401688837,16/03/2023,04:57:22,radial_basis
sweden,1936,1995,Male,100,10,10.0,5,3,437.8242654459183,16/03/2023,04:57:22,radial_basis
sweden,1936,1995,Male,100,10,10.0,5,4,438.22396085602253,16/03/2023,04:57:22,radial_basis
sweden,1936,1995,Male,100,10,10.0,5,5,465.0278023754056,16/03/2023,04:57:22,radial_basis
sweden,1936,1995,Male,100,10,10.0,5,6,470.0417934550046,16/03/2023,04:57:22,radial_basis
sweden,1936,1995,Male,100,10,10.0,5,7,478.32792377114424,16/03/2023,04:57:22,radial_basis
sweden,1936,1995,Male,100,10,10.0,5,8,476.5452701236233,16/03/2023,04:57:22,radial_basis
sweden,1936,1995,Male,100,10,10.0,5,9,502.00630364208286,16/03/2023,04:57:22,radial_basis
sweden,1936,1995,Male,100,10,10.0,5,10,504.5584205623151,16/03/2023,04:57:22,radial_basis
sweden,1937,1996,Male,100,10,10.0,3,1,414.31176556714985,16/03/2023,04:57:49,radial_basis
sweden,1937,1996,Male,100,10,10.0,3,2,412.86425309729316,16/03/2023,04:57:49,radial_basis
sweden,1937,1996,Male,100,10,10.0,3,3,411.5068589992814,16/03/2023,04:57:49,radial_basis
sweden,1937,1996,Male,100,10,10.0,3,4,440.40697081932296,16/03/2023,04:57:49,radial_basis
sweden,1937,1996,Male,100,10,10.0,3,5,447.2725256005585,16/03/2023,04:57:49,radial_basis
sweden,1937,1996,Male,100,10,10.0,3,6,457.573543317908,16/03/2023,04:57:49,radial_basis
sweden,1937,1996,Male,100,10,10.0,3,7,442.6551382369447,16/03/2023,04:57:49,radial_basis
sweden,1937,1996,Male,100,10,10.0,3,8,472.1628984840423,16/03/2023,04:57:49,radial_basis
sweden,1937,1996,Male,100,10,10.0,3,9,474.4435016765437,16/03/2023,04:57:49,radial_basis
sweden,1937,1996,Male,100,10,10.0,3,10,473.47993068035606,16/03/2023,04:57:49,radial_basis
sweden,1936,1995,Male,100,15,10.0,5,1,409.50337355109104,16/03/2023,05:22:32,radial_basis
sweden,1936,1995,Male,100,15,10.0,5,2,420.4471817539206,16/03/2023,05:22:32,radial_basis
sweden,1936,1995,Male,100,15,10.0,5,3,427.99447753084297,16/03/2023,05:22:32,radial_basis
sweden,1936,1995,Male,100,15,10.0,5,4,432.21721180613207,16/03/2023,05:22:32,radial_basis
sweden,1936,1995,Male,100,15,10.0,5,5,455.92741456747063,16/03/2023,05:22:32,radial_basis
sweden,1936,1995,Male,100,15,10.0,5,6,460.1059786861839,16/03/2023,05:22:32,radial_basis
sweden,1936,1995,Male,100,15,10.0,5,7,466.78278861173203,16/03/2023,05:22:32,radial_basis
sweden,1936,1995,Male,100,15,10.0,5,8,464.147947522033,16/03/2023,05:22:32,radial_basis
sweden,1936,1995,Male,100,15,10.0,5,9,483.902535743419,16/03/2023,05:22:32,radial_basis
sweden,1936,1995,Male,100,15,10.0,5,10,488.2902402441461,16/03/2023,05:22:32,radial_basis
sweden,1937,1996,Male,100,15,10.0,3,1,413.23467135437926,16/03/2023,05:23:02,radial_basis
sweden,1937,1996,Male,100,15,10.0,3,2,413.1859523924967,16/03/2023,05:23:02,radial_basis
sweden,1937,1996,Male,100,15,10.0,3,3,420.9191453301118,16/03/2023,05:23:02,radial_basis
sweden,1937,1996,Male,100,15,10.0,3,4,445.66051782793227,16/03/2023,05:23:02,radial_basis
sweden,1937,1996,Male,100,15,10.0,3,5,453.3735289463343,16/03/2023,05:23:02,radial_basis
sweden,1937,1996,Male,100,15,10.0,3,6,462.00693391508764,16/03/2023,05:23:02,radial_basis
sweden,1937,1996,Male,100,15,10.0,3,7,453.83354935092365,16/03/2023,05:23:02,radial_basis
sweden,1937,1996,Male,100,15,10.0,3,8,480.6719259128217,16/03/2023,05:23:02,radial_basis
sweden,1937,1996,Male,100,15,10.0,3,9,480.0814299045728,16/03/2023,05:23:02,radial_basis
sweden,1937,1996,Male,100,15,10.0,3,10,483.6389470506695,16/03/2023,05:23:02,radial_basis
sweden,1937,1996,Male,100,5,10.0,4,1,417.2938873582501,16/03/2023,06:52:01,radial_basis
sweden,1937,1996,Male,100,5,10.0,4,2,427.5276927947404,16/03/2023,06:52:01,radial_basis
sweden,1937,1996,Male,100,5,10.0,4,3,428.03120538841375,16/03/2023,06:52:01,radial_basis
sweden,1937,1996,Male,100,5,10.0,4,4,447.90973177175033,16/03/2023,06:52:01,radial_basis
sweden,1937,1996,Male,100,5,10.0,4,5,451.1710077533371,16/03/2023,06:52:01,radial_basis
sweden,1937,1996,Male,100,5,10.0,4,6,459.352465081913,16/03/2023,06:52:01,radial_basis
sweden,1937,1996,Male,100,5,10.0,4,7,446.52416884775835,16/03/2023,06:52:01,radial_basis
sweden,1937,1996,Male,100,5,10.0,4,8,471.4018292829975,16/03/2023,06:52:01,radial_basis
sweden,1937,1996,Male,100,5,10.0,4,9,478.1566754246436,16/03/2023,06:52:01,radial_basis
sweden,1937,1996,Male,100,5,10.0,4,10,477.64875029875407,16/03/2023,06:52:01,radial_basis
sweden,1937,1996,Male,100,10,10.0,4,1,420.418781078879,16/03/2023,07:17:16,radial_basis
sweden,1937,1996,Male,100,10,10.0,4,2,425.74432989176313,16/03/2023,07:17:16,radial_basis
sweden,1937,1996,Male,100,10,10.0,4,3,429.8421471624178,16/03/2023,07:17:16,radial_basis
sweden,1937,1996,Male,100,10,10.0,4,4,449.6283799492126,16/03/2023,07:17:16,radial_basis
sweden,1937,1996,Male,100,10,10.0,4,5,457.43837768040913,16/03/2023,07:17:16,radial_basis
sweden,1937,1996,Male,100,10,10.0,4,6,464.39422151618794,16/03/2023,07:17:16,radial_basis
sweden,1937,1996,Male,100,10,10.0,4,7,454.32259977717365,16/03/2023,07:17:16,radial_basis
sweden,1937,1996,Male,100,10,10.0,4,8,474.46644927354845,16/03/2023,07:17:16,radial_basis
sweden,1937,1996,Male,100,10,10.0,4,9,481.29269214108916,16/03/2023,07:17:16,radial_basis
sweden,1937,1996,Male,100,10,10.0,4,10,480.0908633689105,16/03/2023,07:17:16,radial_basis
sweden,1937,1996,Male,100,5,10.0,5,1,422.8162889014621,16/03/2023,07:23:18,radial_basis
sweden,1937,1996,Male,100,5,10.0,5,2,427.6923209252257,16/03/2023,07:23:18,radial_basis
sweden,1937,1996,Male,100,5,10.0,5,3,430.9935269887912,16/03/2023,07:23:18,radial_basis
sweden,1937,1996,Male,100,5,10.0,5,4,460.8238262106741,16/03/2023,07:23:18,radial_basis
sweden,1937,1996,Male,100,5,10.0,5,5,463.4755964476528,16/03/2023,07:23:18,radial_basis
sweden,1937,1996,Male,100,5,10.0,5,6,471.59470817020707,16/03/2023,07:23:18,radial_basis
sweden,1937,1996,Male,100,5,10.0,5,7,470.34932014608336,16/03/2023,07:23:18,radial_basis
sweden,1937,1996,Male,100,5,10.0,5,8,505.1033526749312,16/03/2023,07:23:18,radial_basis
sweden,1937,1996,Male,100,5,10.0,5,9,500.81320462877306,16/03/2023,07:23:18,radial_basis
sweden,1937,1996,Male,100,5,10.0,5,10,509.5274945454917,16/03/2023,07:23:18,radial_basis
sweden,1938,1997,Male,100,5,10.0,3,1,457.343926580155,16/03/2023,09:16:14,radial_basis
sweden,1938,1997,Male,100,5,10.0,3,2,452.611167589855,16/03/2023,09:16:14,radial_basis
sweden,1938,1997,Male,100,5,10.0,3,3,474.95084497062703,16/03/2023,09:16:14,radial_basis
sweden,1938,1997,Male,100,5,10.0,3,4,475.98177945740923,16/03/2023,09:16:14,radial_basis
sweden,1938,1997,Male,100,5,10.0,3,5,486.6993138891893,16/03/2023,09:16:14,radial_basis
sweden,1938,1997,Male,100,5,10.0,3,6,480.3142195681591,16/03/2023,09:16:14,radial_basis
sweden,1938,1997,Male,100,5,10.0,3,7,500.4628738851135,16/03/2023,09:16:14,radial_basis
sweden,1938,1997,Male,100,5,10.0,3,8,507.8419565198863,16/03/2023,09:16:14,radial_basis
sweden,1938,1997,Male,100,5,10.0,3,9,510.429392820082,16/03/2023,09:16:14,radial_basis
sweden,1938,1997,Male,100,5,10.0,3,10,513.702743364444,16/03/2023,09:16:14,radial_basis
sweden,1937,1996,Male,100,15,10.0,4,1,415.3264376244806,16/03/2023,09:37:20,radial_basis
sweden,1937,1996,Male,100,15,10.0,4,2,419.4548524256927,16/03/2023,09:37:20,radial_basis
sweden,1937,1996,Male,100,15,10.0,4,3,421.8877857477885,16/03/2023,09:37:20,radial_basis
sweden,1937,1996,Male,100,15,10.0,4,4,443.62148930157707,16/03/2023,09:37:20,radial_basis
sweden,1937,1996,Male,100,15,10.0,4,5,447.5380748939759,16/03/2023,09:37:20,radial_basis
sweden,1937,1996,Male,100,15,10.0,4,6,455.8980103377745,16/03/2023,09:37:20,radial_basis
sweden,1937,1996,Male,100,15,10.0,4,7,447.7371563513151,16/03/2023,09:37:20,radial_basis
sweden,1937,1996,Male,100,15,10.0,4,8,469.91117303828855,16/03/2023,09:37:20,radial_basis
sweden,1937,1996,Male,100,15,10.0,4,9,472.60819124756654,16/03/2023,09:37:20,radial_basis
sweden,1937,1996,Male,100,15,10.0,4,10,471.1488264246242,16/03/2023,09:37:20,radial_basis
sweden,1938,1997,Male,100,10,10.0,3,1,420.95934193307943,16/03/2023,09:43:56,radial_basis
sweden,1938,1997,Male,100,10,10.0,3,2,421.1160351875836,16/03/2023,09:43:56,radial_basis
sweden,1938,1997,Male,100,10,10.0,3,3,446.42707513826764,16/03/2023,09:43:56,radial_basis
sweden,1938,1997,Male,100,10,10.0,3,4,451.7505017309137,16/03/2023,09:43:56,radial_basis
sweden,1938,1997,Male,100,10,10.0,3,5,462.39099287772564,16/03/2023,09:43:56,radial_basis
sweden,1938,1997,Male,100,10,10.0,3,6,451.6929529393564,16/03/2023,09:43:56,radial_basis
sweden,1938,1997,Male,100,10,10.0,3,7,477.3392537387011,16/03/2023,09:43:56,radial_basis
sweden,1938,1997,Male,100,10,10.0,3,8,481.92032257265356,16/03/2023,09:43:56,radial_basis
sweden,1938,1997,Male,100,10,10.0,3,9,482.345016610176,16/03/2023,09:43:56,radial_basis
sweden,1938,1997,Male,100,10,10.0,3,10,489.70674681168214,16/03/2023,09:43:56,radial_basis
sweden,1938,1997,Male,100,5,10.0,4,1,429.45855184840457,16/03/2023,09:51:51,radial_basis
sweden,1938,1997,Male,100,5,10.0,4,2,421.559126684164,16/03/2023,09:51:51,radial_basis
sweden,1938,1997,Male,100,5,10.0,4,3,450.9238119293161,16/03/2023,09:51:51,radial_basis
sweden,1938,1997,Male,100,5,10.0,4,4,446.35388701282295,16/03/2023,09:51:51,radial_basis
sweden,1938,1997,Male,100,5,10.0,4,5,457.12564656019106,16/03/2023,09:51:51,radial_basis
sweden,1938,1997,Male,100,5,10.0,4,6,448.27921833848006,16/03/2023,09:51:51,radial_basis
sweden,1938,1997,Male,100,5,10.0,4,7,473.6455829487307,16/03/2023,09:51:51,radial_basis
sweden,1938,1997,Male,100,5,10.0,4,8,473.5741620580592,16/03/2023,09:51:51,radial_basis
sweden,1938,1997,Male,100,5,10.0,4,9,477.3493327460809,16/03/2023,09:51:51,radial_basis
sweden,1938,1997,Male,100,5,10.0,4,10,483.7598193062469,16/03/2023,09:51:51,radial_basis
sweden,1937,1996,Male,100,10,10.0,5,1,413.6659138208914,16/03/2023,09:55:24,radial_basis
sweden,1937,1996,Male,100,10,10.0,5,2,418.4090694704852,16/03/2023,09:55:24,radial_basis
sweden,1937,1996,Male,100,10,10.0,5,3,426.08537414022584,16/03/2023,09:55:24,radial_basis
sweden,1937,1996,Male,100,10,10.0,5,4,451.04108007430824,16/03/2023,09:55:24,radial_basis
sweden,1937,1996,Male,100,10,10.0,5,5,458.81237657699086,16/03/2023,09:55:24,radial_basis
sweden,1937,1996,Male,100,10,10.0,5,6,461.84910244169726,16/03/2023,09:55:24,radial_basis
sweden,1937,1996,Male,100,10,10.0,5,7,462.89336834295705,16/03/2023,09:55:24,radial_basis
sweden,1937,1996,Male,100,10,10.0,5,8,481.79572944940156,16/03/2023,09:55:24,radial_basis
sweden,1937,1996,Male,100,10,10.0,5,9,487.005639350841,16/03/2023,09:55:24,radial_basis
sweden,1937,1996,Male,100,10,10.0,5,10,492.6734520996886,16/03/2023,09:55:24,radial_basis
sweden,1938,1997,Male,100,5,10.0,5,1,432.28979413230996,16/03/2023,10:01:54,radial_basis
sweden,1938,1997,Male,100,5,10.0,5,2,431.81151263768356,16/03/2023,10:01:54,radial_basis
sweden,1938,1997,Male,100,5,10.0,5,3,467.5758217423213,16/03/2023,10:01:54,radial_basis
sweden,1938,1997,Male,100,5,10.0,5,4,470.2516255718872,16/03/2023,10:01:54,radial_basis
sweden,1938,1997,Male,100,5,10.0,5,5,472.8439031453204,16/03/2023,10:01:54,radial_basis
sweden,1938,1997,Male,100,5,10.0,5,6,465.9524904079908,16/03/2023,10:01:54,radial_basis
sweden,1938,1997,Male,100,5,10.0,5,7,505.938270781019,16/03/2023,10:01:54,radial_basis
sweden,1938,1997,Male,100,5,10.0,5,8,493.24543156758943,16/03/2023,10:01:54,radial_basis
sweden,1938,1997,Male,100,5,10.0,5,9,502.27353722705993,16/03/2023,10:01:54,radial_basis
sweden,1938,1997,Male,100,5,10.0,5,10,514.6317948430658,16/03/2023,10:01:54,radial_basis
sweden,1938,1997,Male,100,10,10.0,4,1,419.45145622423087,16/03/2023,10:06:57,radial_basis
sweden,1938,1997,Male,100,10,10.0,4,2,418.9197472702717,16/03/2023,10:06:57,radial_basis
sweden,1938,1997,Male,100,10,10.0,4,3,444.13471763335895,16/03/2023,10:06:57,radial_basis
sweden,1938,1997,Male,100,10,10.0,4,4,447.91395756093567,16/03/2023,10:06:57,radial_basis
sweden,1938,1997,Male,100,10,10.0,4,5,458.4105281881472,16/03/2023,10:06:57,radial_basis
sweden,1938,1997,Male,100,10,10.0,4,6,452.83192644373725,16/03/2023,10:06:57,radial_basis
sweden,1938,1997,Male,100,10,10.0,4,7,472.1796970434343,16/03/2023,10:06:57,radial_basis
sweden,1938,1997,Male,100,10,10.0,4,8,477.7175306438256,16/03/2023,10:06:57,radial_basis
sweden,1938,1997,Male,100,10,10.0,4,9,480.23234580560256,16/03/2023,10:06:57,radial_basis
